score,uid,text
0.3577709,6775434271,​​​​感恩宗教局的刘处，在他的牵引下，深入了解到了大相国寺梵乐团的运作模式。皇家梵乐果然非同一般，尤其是《白马驮经》《相国霜钟》两支古曲，悠远梵音，恢弘禅静。有了政府的支持，相信我们的佛乐团一定能走得更好，走得更远。 ​​​​​
0.3577709,1889580232,​​​​//@战争史研究WHS: 连看三遍[笑cry]（李朝党争也是服气，大北派小北派，骨北派肉北派，清小北浊小北，清南派浊南派，山党派汉党派，老论派少论派，宛如不断自我分裂的阿米巴虫，哪天捋一下[允悲]）//@重忆小窗纱:哈哈哈一个广告高度还原东西南北四色党争扯皮现场，还要加上实学派和开化派[笑cry]
0.3577709,1647065055,​​​​高雄市今晚的选举结果是很好的民主典范，陈其迈虽然败选，但仍呼吁支持者只需伤心一晚，接着就去支持新市长为高雄出力；而韩国瑜在胜选后也宣布搁置党派争议，不分蓝绿，市政府团队任人唯才，全力为建设高雄出力。虽说后续仍有待观察，但至少在当下，两人都践行了民主的价值，高度和风度都很好。 ​​​​​
0.3577709,5667094969,​​​​焦点新闻 Z 科斯塔·加夫拉斯的一部政治惊悚片，讲述了在野党左派议员Z先生在宣传和平主义时被右翼势力谋杀，而政府却坚称这是一起车祸，正直严谨的法官介入并揭露事件真相的故事，自此开启了政治片的热潮。影片中科斯塔对群戏和场面调度的天才处理，闪回和预叙的穿插，跳跃时空的镜头剪辑，还有他“如 ​​​​​
0.3577709,1601134657,回复@奢侈品鉴定师未来:我天朝历史上还曾经一直帮助周边的藩属国呢。我国帮助过别的国家，有过道义的举动，就可以践踏其他国家公民权力，践踏国际法，是吗，我国就可以随便跨过请求别的政府去抓那些曾经藩属国的公民，是吗，还是大经济经营体的高管，会影响对方公司的经营。你这道德论倒是挺强势。
0.08944272,5093370679,回复@酷酷马力鸭:[doge]要对党忠诚
0.08944272,1936240134,回复@网友小昭:哈哈哈哈哈当时的学生党都天天蹲守贴吧，一天天盼着赶快上大学能去看演唱会。后来我大一暑假的时候就真的去到啦哈哈哈!!!现在每年都不会缺席~~每一位追星姐妹漂洋过海去看心爱的人都特别不容易，祝小昭老师追星之路天天开心也能常去看哥哥弟弟啦嘻嘻[羞嗒嗒][羞嗒嗒]
0.08944272,2515071807,回复@peace_ye:但是我觉得她一则没有去对话那些文化主义的解释，即在她之前的有关宗教性质决定宗教政策的文献，二则没有说明判定国教性质和政教关系这两个原因谁更重要的依据…而且一些核心概念我觉得可能在旅行中延展了…[笑cry]可能是时间有限没有完全展示吧…
0.08944272,6605508099,​​​​博士言论确实让人不适 还有最后一段提的自组织真的可以和普通自组织类比吗[允悲]//@李子李子短信:对催产素那段保留意见，因为粉丝心理和个人经历与社会环境相关、千差万别的，原子化的叙事可能一棒子打翻一船这样。但是对于自组织的分析很到位，我就觉得是当今天朝自组织无法发展之后的替代。
0.08944272,6112454285,​​​​啊对了！我好像有不少粉儿是考研党，现在这个阶段你们的辛苦和努力我完全懂，这段时间大家如果有问题可以问我，评论或者私信都可以，我知无不言，复试问题先不回复，等你们初试结束后我会发复试经验贴的！抱歉我之前没怎么看私信，很多消息都没回，我这两天会一一回复，如果有共性问题的话我会贴出来一 ​​​​​
0.08944272,5392729683,​​​​三年前为什么要给我的入党申请书在的压缩包加密[允悲][允悲][允悲][允悲] 还设置了一个我完全记不起来的密码[拜拜][拜拜][拜拜][拜拜] ​​​​​
0.08944272,6052515863,​​​​//@忘川河畔-名曰彼岸_181:就两个字 嚣张，赤裸裸打政府脸，你随便举报，随便曝光，监管部门根本奈何不了[挖鼻]政府的脸啊，被放在地上，摩擦摩擦，是魔鬼的步伐[笑而不语]
0.08944272,3931666522,​​​​#芝加哥音乐剧##天朝渣男图鉴（Cover：音乐剧《芝加哥》）[音乐]# ​​​​​
0.08944272,6605508099,​​​​真的吗照月 撸粤党抱头痛哭 我饭的产品发糖了 ​​​​​
0.08944272,5396678227,那未来国民党又可以假统一真捞钱了吗
0.08944272,3912102041,​​​​一个党支部书记凡事就让人去找他，说点事得避开所有人走到走廊尽头结果也没啥屁事，明明微信上可以说的事情必须让人亲自去找他，这种事情难道是正常的？未来的人生如何避开这么些装腔作势的领导？没本事的自己让自己烦恼啊 ​​​​​
0.08944272,6717004954,​​​​#每日一善[超话]##每日一善[超话]# 党的十八大提出，倡导富强、民主、文明、和谐，倡导自由、平等、公正、法治，倡导爱国、敬业、诚信、友善，积极培育和践行社会主义核心价值观。富强、民主、文明、和谐是国家层面的价值目标，自由、平等、公正、法治是社会层面的价值取向，爱国、敬业、诚信、友善是 ​​​​​
0.08944272,5321452397,约吗[二哈][二哈][二哈]可是卷发棒对于手残党真的很难打理
0.08944272,3174977993,​​​​内陆农业社会的生产关系必然需要大政府，抗洪抗灾抗入侵都需要集权政府的高效组织能力。但是现代信息社会的个人主义和自由主义不断侵蚀集体主义的传统文化，能不能抵御这个侵蚀，是中国模式能否继续的延续的关键
0.08944272,5018749365,​​​​还被外国人嘲笑，还被微共挑拨//@君小十:卧槽，斧子直接对着后脖子砍……//@专业戳轮胎熊律师: 艹，200多枚炸弹//@老刀99: 新疆干警都身处反恐战争的最前沿，付出很大牺牲//@邱永峥-天溯智库月满西楼: 全中国没有一处军人警察如驻新疆干警那样浴血奋战的
0.08944272,1902869571,​​​​#羽观集#电台Vol.18 《我在我家楼下发现了个奇怪的老头》 今年到现在最喜欢的一个故事，关于战争，关于生死，关于爱，关于这方人间。 谨以此文献给所有和平年代仍奋战在险境中的勇士们。 “无尽的远方，无数的人们，都与我有关。” “这世界何来岁月安稳，不过有人替你负重前行。”
0.08944272,2020078245,​​​​10月全国地方政府债务余额升至18.4万亿元//@蒋祖权评论: 转发微博
0.08944272,1973009074,​​​​//@危樯孤夜舟：现实如果没失衡的话老太太就不会死也要撑着等下一位驴党明君了 //@老赵:我相信保守派法官不是某个总统的法官，因为他们是抠字眼派。但我不信自由派不是奥巴马法官，因为他们是宪法会跳舞派。//@恐惧飞机的福特：第九巡回马戏团
0.08944272,6520857369,​​​​民运分子释贤佳团伙攻击班禅！ 民运份子释贤佳团伙污蔑佛教爱国领袖、历代班禅大师是外道！ @老林爱D 快来看，民运分子向班禅发力！对内借宗教搞民族分裂！对外攀附反华势力！ @青墨挥洒： 历代班禅大师被藏族人民视为无量光佛化身，历代嘉木样大师被安多地区藏族人民视为文殊菩萨化身，这是藏传佛教各 ​​​​​
0.08944272,5761367313,​​​​#美丽人生[电影]#  《美丽人生》微影评 正像片名Life is Beautiful所传递出的积极乐观一样，整部影片以一个巨大的“游戏”的视角来讲述二战期间集中营的故事。对于正在经历这一切的小主人公Giosué来说，对集中营、战争的全部价值和认识来自于父亲的讲述，后者正用走心而善意的谎言来呵护孩子无暇的心灵 ​​​​​
0.08944272,1697805522,​​​​绍兴十年，算是宋金战争的高潮了，最精彩的战役，最明显的人格，全都展现了出来。 可高潮过后，就是结局了。 http://t.cn/zQhKugu ​​​​​
0.08944272,1233811127,​​​​据古希腊神话传说，宙斯化作天鹅，与人间少女丽达交媾，丽达生女儿海伦，绝色的海伦成为十年特洛伊战争的起因。诗人叶芝1923年写下《丽达与天鹅》的诗作。//@洛之秋:回复@共鸣默默:天鹅是“油腻恶臭低劣的男人”变的。[喵喵]//@共鸣默默:就算是跟天鹅做，也比跟油腻恶臭低劣的男人做好。
0.08944272,3620865607,就算是亚普，我只爱毛子冷酷背景下的au亚普。十二月党人革命，列宁格勒围城。要的就是鲜血淋漓，要的就是疾风骤雨。这样的气质才符合亚普。天神与凡人之间，胜利者得全部，失败者余残生。
0.08944272,1980953575,​​​​#东评晚读[超话]#战争失败给德国带来了深重的创伤和难以平复的痛苦，无论是身体还是精神层面。1920年代时，在整个德国，从波罗的海到阿尔卑斯山，在情绪低迷的民众中，毒品的重要性日益凸显。巧合的是，生产毒品的技术也是现成的。 ​​​​​
0.08944272,1779532237,#青岛胶东国际机场#  真的好气啊！！！烟台你就这么不思进取固步自封抱残守缺毫无发展自娱自乐自我满足吧！！！行政地位降级，终于连胶东的名字都被青岛抢走了，青岛胶东机场看到了没！！！青岛胶东机场看到了没！！！你烟台的政府网站你还好意思叫胶东在线么！！！再这么下去下一步就要被青岛给并了！
0.08944272,3401481034,​​​​纪伯伦的先知代表的是那一类广受公众欢迎，却不被严肃文学界，或者文学评论界待见的作品。这个作品可以看作质量很高的心灵鸡汤。宗教能带给人心理的安慰，但宗教总要求承受某些宗教义务，给人很多规矩。而这种心灵鸡汤就不一样了，它能给人以心理安慰，却不需要人们为此承担任何义务。人们很轻松地得到 ​​​​​
0.08944272,1404306263,​​​​因为政府只关心资本家资产不关心老百姓口袋，小散的钱从来赔了就赔了！
0.08944272,1404574003,"今天晚上看结果,就怕出现那年两颗子弹一样的事情.国民党开始一路看好,最后被陈水扁绝杀............."
0.08944272,6346402426,​​​​今天本犬派和猫党平起平坐了[太阳]
0.08944272,6865039268,​​​​1.早上线代子空间再次迷茫 2.下午去508看漂亮小姐姐 3.赶文机作业 4.史纲作业交了 我们组pre  zfq居然知道我是zhf班的 5.志愿活动是大家一起去 开心 6.常宝宝答应替我去党课 “一波操作稳如虎” 出卖灵魂 7.明天Python 瑟瑟发抖 8.明天下午要写高数习题和经济学了 9.阿姨给我买了羽绒服 快乐  10.吃着 ​​​​​
0.08944272,6273886747,​​​​//@M大王叫我来巡山:不要再有战争了//@丨大姨太丨://@就是一颗糖呀://@非著名半导体网黄瓜://@阿葱:想转给首页。//@荷兰豆养殖专家: 我们活在同个世界//@好烦哦不想改名字:大太阳下暴起鸡皮疙瘩
0.08944272,6655824539,​​​​微博正文无疑是标题党，但看视频里的正文能嗅到一点“猫儒”的味道？
0.08944272,2731176820,​​​​//@猫儒学派未亡人://@Agape_de_la_Mancha: //@神算子哈里谢顿 :[汗]//@广州城堡堡主 :孩子们出国留学以后越来越麻烦了[允悲]//@g-_stone :昨天刚说中国科技交流可能会被外国从政府到民间集体封杀，今天就变现实了。政府关注的是知识产权，民间关注的是名誉风险。这就是胡来的代价
0.08944272,3237705130,​​​​#北大人物#10月31日下午，中共中央政治局就我国人工智能发展现状和趋势进行集体学习。北京大学教授、中国工程院院士高文就这个问题作了讲解。11月12日，高文为北京大学党委理论中心组（扩大）会议做报告，阐述我国人工智能发展现状与趋势。北大校报以此为契机对高文进行专访，请他为读者就“人工智能” ​​​​​
0.08944272,1167257004,​​​​对于新技术，总体而言我还是觉得宜疏不宜堵，尽快从伦理和立法上完善，另一方面上需要解决现在生物行业血汗工厂的现状，使广大生物砖狗得到足够的&quot;获得感&quot;。不然政权稳定的国家是监管住了，没人敢乱搞黑科技，但中东地区中南美洲等无啊政府或者小政府的地方怎么办?墨西哥连毒品都禁不住，焉知黑帮大佬 ​​​​​
0.08944272,6130293504,​​​​//@战争史研究WHS：在英国参观莎士比亚、华兹华斯等人故居，包括那时代的小酒馆什么的，发现门框天花板都很低，床也短，估计十八世纪英国人的平均身高也才一米六上下[允悲]
0.08944272,5198455242,@闲闲的诗酱 熬夜党需要
0.08944272,6501966921,​​​​#林彦俊[超话]#[心]#费加罗×林彦俊偶像源代码#  🆘为了让超话飘满杂志贴  🆘请你跟我这样做 🆘复制粘贴九张图 🆘广为转发多宣传 ⚠️上班上学延迟党 超话拜托别人抢http://t.cn/EL6QaLR 👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻 ​ ​​​ ​​​​​
0.08944272,1167257004,​​​​明星吸毒一般是少量长期很稳定的，对于政府而言，好像确定了某个明星吸毒之后，不一定非要急着抓，多吸一天少吸一天没多大影响，反正明星有钱，一般不会牵涉到贩毒以贩养吸，就是损害他自己的健康而已，社会危害性不大。所以，似乎是存在睁一只眼闭一只眼，到了需要爆新闻的时候再抓的可行性的吧…
0.08944272,6434624891,​​​​古埃及也//@妇女之友罗严塔://@Aoide弦歌:hhhh从中作梗 //@娜芙缇缇: //@战争史研究WHS:闪族语没元音[允悲][允悲]YHWH[允悲][允悲]
0.08944272,5540622969,​​​​//@专业戳轮胎熊律师: 泉州政府通报：①东港石化对外报告泄漏量为6.97吨。实泄漏量69.1吨…………
0.08944272,1404306263,​​​​//@金鑫泰山://@纯洁善良潘帕斯:厉害了我的党[挖鼻]//@赵亚赟:这就是中国体制的优势，不跟你比赛加关税，干脆一点都不买了。所以川普那种拿商品进出口总额算是犯傻。
0.08944272,6522541022,回復 @栗将軍_羽生党:你太厉害了还去翻魔笛点赞记录哈哈
0.08944272,1216919961,​​​​此地无银300两，哪里来的误读？所谓备案变更，难道不就是无限管制吗？！当下时代，谁敢误读政府？市场经济凭什么要早请示晚汇报？！认为误读了就把这句话删了！
0.08944272,1167257004,​​​​生化狗，化学狗可以去金三角制毒贩毒发大财——同时风险很高；生物狗也可以找个无政府的混乱地区搞克隆和基因编辑——风险也不低，万一给黑帮大佬弄出个畸形儿，估计也会被杀。 ​​​​​
0.08944272,2831467451,​​​​无话可说，，//@战争史研究WHS:这货要是看过森村诚一《恶魔的饱食》……不敢想[允悲][允悲]//@宝树:该书作者已经第一时间站出来谴责了//@谢泼德:哈，方案都是科普书上的啊
0.08944272,2604349571,​​​​//@李连荣的微博: 执政党为何不敢免费医疗？
0.08944272,2844331803,回复@早睡早起的挖土果子:党课组织的[喵喵]
0.08944272,2961792542,​​​​【宗教的LOGO设计影响力有多大？（深度解读）】（来自 @一点资讯） http://t.cn/ELLmbOD ​​​​​
0.08944272,1400819581,湾湾不是相信民主、相信人民吗？建议我党去台湾设立台湾支部参加市长选举，我们也欢迎国民党，民进党也到大陆设立各省市支部参加我们市长的选举，就不信我们8000万党员还选不过他们？who怕who啊？
0.08944272,1400819581,​​​​湾湾不是相信民主、相信人民吗？建议我党去台湾设立台湾支部参加市长选举，我们也欢迎国民党，民进党也到大陆设立各省市支部参加我们市长的选举，就不信我们8000万党员还选不过他们？who怕who啊？
0.08944272,5346734584,美美哒，真羡慕你们这些会化妆的人，我完全就是个手残党[允悲][允悲]
0.08944272,5329923236,回复@_Damocles_:之前说6.9吨的也是泉州市政府，现在被证明是假的。那泉州市政府现在说是企业，选择不相信怎么算恶意揣测呢。另外骂人不好
0.08944272,1280769960,​​​​没错，这曾是我的人生理想之一//@战争史研究WHS:[汗][汗][允悲][允悲][笑cry][笑cry]
0.08944272,1906683135,回复@刘斑斓:导致同盟破裂的原因是，拿破仑率领法军进攻当时还是奥斯曼属地的埃及，拿破仑入侵埃及的战争也导致奥斯曼帝国加入第二次反法同盟
0.08944272,2349307442,​​​​//@MIAOMIAO_WONG:“无知者无畏。”其实这种技术世界上几千家实验室掌握，但是为何中国会实施？这种世界首例会给实验室主持人员带来何种利益？这种涉及伦理的实验是否不需要任何政府相关部门的准许？这两个孩子的信息曝光后，其后的生活会如何？公众会“参观”他们么？科学家会持续请他们作为实验品被
0.08944272,5926658738,我这两天反复听，我觉得这歌应该是党歌
0.08944272,6655824539,​​​​[费解]//@乌衣衖 :嘛情况？//@战争史研究WHS :对胡老师刮目相看[允悲][允悲][允悲][赞][赞][赞]（虽然他把转发数数少了一位，但倒数第二句用的那个词引起了我无比的舒适）//@犇犇音悦会 :[允悲][允悲][允悲] http://t.cn/ELfcihZ
0.08944272,6512293403,​​​​“美国的秩序在性质上是保守主义的，因为美国的宪法是保守主义的。”  “该书颠覆了中国读者对美国的许多错误印象：印象中，美国秩序是进化的、世俗的、科学的、现代的、民主的。事实是，美国秩序是神明的、宗教的、道德的、古老的、共和的。印象中，美国秩序是一群政治精英在费城横空出世的妙想；事实 ​​​​​
0.08944272,1002742431,​​​​//@国民学叔:[哆啦A梦吃惊]//@进击的多肉:感觉很像是越南话或者泰国话😂//@战争史研究WHS: 确实感人[允悲][允悲]按那人“复原上古音”的方法去读“school”，估计会读成“斯哧沤沤勒”[允悲][允悲]//@韩今谅:这个我隔段时间就要拿出来听一下 怎么这么感人
0.08944272,1662393624,​​​​//@电闸绪方_麻天狼女孩 ://@既生瑜何弃疗 :因为人类的一切优点也都是个体的缺点吧//@彧嘉之醉 ://@飞天毛绒绒 :感觉一样又感觉跟他相反//@猫酱-目标攒钱 :なんとなくわかる//@玛栗蟲 :十几年来我每天都会想起这段话。然后想到不懂宗教就不能真懂他，只不过是自以为理解了，就又沮丧
0.08944272,2716722933,​​​​插眼吃瓜//@战争史研究WHS: [吃瓜][吃瓜]  http://t.cn/ELc2BgQ
0.08944272,6106275292,​​​​（可能引起强迫症不适）到底要怎么涂好指甲油哦💅 手残党晚期了我 ​​​​​
0.08944272,3320142951,回复@朕到扬州观琼花:呸，必须得感谢国家感谢党!
0.08944272,5407912527,​​​​我来领奖吧，我领奖词写好了，不用半夜发sns。我挺自豪的一点在于，当我写这个的时候，还没看到下面，不知道7真的因为懂不懂1995这个问题进行了系列战争。我自豪在于我和老板提纲挈领地共享大脑了，比哦们更神奇。
0.08944272,1267108541,回复@党人碑:好咧！
0.08944272,1655151355,​​​​//@黑光乍泄:拍下这些震惊照片的摄影师卢广已经在当地失联，BBC报道了此事。之前因为拍摄艾滋病题材与政府结下梁子，目前“人间蒸发”中。 http://t.cn/ELWnz3q
0.08944272,2075664175,​​​​哈斯姬尔（1895-1960），罗马尼亚女钢琴家。命途多舛，经历了三次重病和战争，又遭遇意外去世。她的照片，真的是优雅本尊了！ ​​​​​
0.08944272,5607448717,看到啦！还真的是在搞宗教
0.08944272,6792485486,​​​​再读《共产党宣言》！习总提出的人类命运共同体是不是新型的以国家为个体基础上的共产主义呢？#读书[超话]# #马克思恩格斯[超话]# #北京 · 北京大学[地点]# ​​​​​
0.08944272,5156632566,​​​​#燕京学堂# 2018年11月23日下午，以色列英飞尼迪集团（Infinity Group）创始人及管理合伙人、2017年“中国政府友谊奖”获得者高哲铭（Amir Gal-Or）到访北京大学燕京学堂，发表了题为“Cross-cultural Communication - Break the Glass Ceiling”的演讲，与同学们分享跨文化交流的重要性和方式，并探讨 ​​​​​
0.08944272,2840622434,没问题啊，就是对外只有一个中国(中国大陆+中国台湾)，在中国国内，你表就表呗，反正在联合国的是大陆政府；另外记得，各表是口头的，书面的正式的对外的都必须是中国，以后不要说什么改成中国台湾了，这叫正名。
0.08944272,5321452397,​​​​//@大神说 ://@TS挠挠强Daniel ://@电影工厂 :先马了再说[拳头]//@冷笑话精选 : 马，学过的都忘干净了[允悲]//@JiuJiu祺祉庞 ：考研党收藏了
0.08944272,1216919961,回复@ex335: “普通人出门在外也适用这个”，差不多是这样，因此转发为《生命手册》。记得30年前和导师出差，每次导师都一定要找不对招待所或者政府招待所住。世异时移，国人的生存安全感到底增强没有？事实与怀疑（14）
0.08944272,1216919961,​​​​回复@ex335: “普通人出门在外也适用这个”，差不多是这样，因此转发为《生命手册》。记得30年前和导师出差，每次导师都一定要找不对招待所或者政府招待所住。世异时移，国人的生存安全感到底增强没有？事实与怀疑（14）//@ex335:感觉以后普通人出门在外也适用这个！
0.08944272,1404306263,​​​​原因之一？主要还是贸易不平衡吧。这些都是自主选择的可以接受的，不是单方让步。//@侯宁:谁能想到，美国对华发动贸易战的原因竟然是因为中国对美发动了鸦片（芬太尼）战争？！[阴险]
0.08944272,5609235943,回复@那一天你说你要走:围观大型双标现场：“战争时屠城是自然产物，和平时恐袭是搞事”[doge]
0.08944272,1601134657,回复@貌似学生:不然你以为呢，政府是不生产钱的，国内债务压力那么沉重，最终肯定是老百姓负责还啊。现在的博弈是终究用房地产税来收钱，还是对普通人下手。高管们在温水煮青蛙地逼大家站队呢。
0.08944272,6040346671,​​​​《宗教生活的基本形式》真的好，没有学科基础的人也可以无障碍阅读，强烈推荐一刚，真的好 ​​​​​
0.08944272,5512871994,//@战争史研究WHS:圣经里的吾珥，亚伯拉罕的老家//@在下黄昏鸟:转发微博
0.08944272,1297569020,不知道的还以为是你俩要结婚！（不过反正要生孩子的，也不在意这些细节了（）什么样的宗教会让自家最厉害的两个大神生孩子啊！！！有毒吧你们
0.08944272,5597326217,回复@猫_薄_荷_成_精:撒路斯提乌斯《喀提林阴谋 朱古达战争》
0.08944272,2854154774,​​​​“黑暗旅游”，好棒的概念，以及千禧一代对战争的遗忘和游戏化，确实令人紧张
0.08944272,5732816007,​​​​[米奇大哭]//@战争史研究WHS:香甜暖和，喝下去挺受用，挺养胃的（我和@开水族馆的生物男 在乌鲁木齐喝大酒喝伤了，去兰州喝这个调养几天，调养好了）
0.08944272,2732936903,​​​​我放弃入党了，那些活动，我一个都不想参加 ​​​​​
0.08944272,5415200562,​​​​@Mockingbird_ivy 哈哈哈哈哈//@方流芳: 面对问责应当是当官必修课，但王世坚单方炮轰，对方没什么机会答辩，这就缩减了质询的价值。不过，双方都没有骂对方寻衅滋事，还可以。//@索多玛城外的盐柱: 民进党里只有王世坚一个真男人。我很欣赏这个人，真性情，很善良，很正直，很暖男（实际上）。
0.08944272,5512871994,​​​​//@陆弃:我去台湾了解到，不仅仅是公立医院，台湾人在私立医院看病也只用付挂号费，免费医疗全覆盖，包括农民。//@河床兄弟:免费医疗的开始，就是公立医院服务水平大倒退的开始。因为政府医疗费用紧张，一定会克扣医生工资收入，这种状况下因为留不住好医生.
0.08944272,1404574003,"海湾战争应该打,伊拉克把整个科威特都占领了,反而他长子当总统的时候发动的伊拉克战争不算义战..................."
0.08944272,6028160023,​​​​#————  看了新版本上线时间的那条微博，好多评论说能不能给考研党一个机会推迟什么的…反驳他们又有回说只是吐槽而已，又没有真的要求推迟。那nsnmn 吐槽看多了眼烦懂不 真是服了玩游戏玩到魔怔的人，孰轻孰重拎不清？一个游戏而已，有你现实人生发展重要吗？？？ 也警醒自己。 ​​​​​
0.08944272,1054804933,​​​​细读《墨子》的观感是，这一派还是以宗教般的组织和实践为主，思辨性差一些。即如《尚同》，自相矛盾之处很多。根本上，是缺乏一个固定的人性假设作为思考的起点，想起一出是一出。「民知上置正长之非正以治民也，是以皆比周隐匿，而莫肯尚同其上，是故上下不同义。」民若能「知」，又何必尚同呢？ ​​​​​
0.08944272,6581168026,​​​​还愿 http://t.cn/EyoHF00 //@鸭鸭小芋圆:保佑我明天高党过吧求您了//@-Serendipity琛啊:保佑我高党过吧求您了//@-Serendipity琛啊:转发超越妹妹 保佑我早日康复少遭点罪吧//@-Serendipity琛啊:94分过了 我爱超越//@-Serendipity琛啊:来还愿了！cymm赛高！！！/@-Serendipity琛啊:继续转发！经测验转这个最有用 希望能过
0.08944272,6062135632,​​​​早晨一到，整个市镇的生活又开始了。  人们已经从被窝里钻了出来。他们咳嗽着，吐着口痰。他们大多数人，都睡得很好，既没有做过好梦，也没有做过噩梦。因为在他们看来，一切都是很自然、很简单的。纵然某些新的事物，比如物价、兵役和战争，有些时候也叫人感觉生疏，感觉苦恼，但是时间一久，也就变得 ​​​​​
0.08944272,2840622434,但是之前，“台湾民政府”的存在，而且还有那么多信众让我觉得台湾傻子还是挺多的，甚而也不知道什么是九二共识服贸货贸就瞎jb反对，反正看你不爽或者你的对手蛊惑我我就反对。
0.08944272,5851059451,​​​​突然觉得天朝选手真的可怜，从YH到LZJ到JBY，都是天朝单人滑的一棵棵独苗，退的不清不楚糊的不明不白，各种说法满天飞，官方不站出来发布信息不说到底是心理有问题还是技术有问题还是受了伤还是自己想要怎样包括教练的选择，所有的信息都靠粉丝瞎猜，不断的传递可能越错越离谱的道听途说，甚至要靠私生 ​​​​​
0.08944272,1801155927,@呼唤鹏鹏  是我见过经历最可怜的孩子，长期被虐打，不给吃饭睡觉，最终被打成颅脑75%损伤、双目失明、全身瘫痪的植物人，只要善良的人都会被深深的虐到，求政府关注，求群众资助，我们一起把孩子从地狱拉回人间，严惩孙小倩，孙小倩死刑！
0.08944272,5799664003,​​​​且不说强国的具体现状，原博也没道理。国家占有的矿产，文物，水利等，哪个不是属于每一个公民的财产？这难道不是公民权利的来源？难道哪个政府的全部运营靠缴税来的？//@邓艾艾艾:说得好像在这国交了税就有完全公民权、有权力决定公共事物似的，最有权力决定的恰恰不就是些能力以外资本为零的啃爹族。
0.08944272,1167257004,​​​​没想到范冰冰是党员，被查出偷税漏税之后是不是还要按比例补交党费……这么大事儿也没算违反党纪给处分什么的。 ​​​​​
0.08944272,2006830545,​​​​如果你生于1985年到1998年之间，请记得你的霍格沃兹入学通知书之所以没寄到，是因为伏地魔抹去了政府文件中这期间出生的麻瓜巫师记录。 ——J.K. Rowling   哇呜[泪]当年真的等的好辛苦。 http://t.cn/zRWmMUh ​​​​​
0.08944272,2398257205,​​​​//@pkuwd:虽然文章老，逻辑却是一直适用的。土地财政是地方政府获得建设资金必需的信用途径，难言退出。但之前的土地财政是通过土地补贴企业，未来会转向通过保障房的形式，以土地补贴居民。背后的逻辑是一致的，补贴创造税源的短板。
0.08944272,1167257004,赵薇可能也是党员。黄晓明应该不是——不然他那豪华婚礼要算大操大办了吧……
